S.No,"Je suis un (e)","le revenue de votre famille","Vous disposez (plusieurs réponses possible)","vous êtes ","Etes vous motorisé?","combien de voitures disposez vous dans votre famille",Created at,Updated at,User id
639cafcba33426002b1ec588,"Homme ","entre 1800 et 3000 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Fri Dec 16 2022 18:50:03 GMT+0100 (Central European Standard Time),Fri Dec 16 2022 18:50:52 GMT+0100 (Central European Standard Time),625353d40b734900205a4560
63a61c1c89ea73002aef84d1,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","plus que 2 ",Fri Dec 23 2022 22:22:36 GMT+0100 (Central European Standard Time),Fri Dec 23 2022 22:23:34 GMT+0100 (Central European Standard Time),63a61b02e86d04002a157884
637de198d2bf800020ddec91,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Wed Nov 23 2022 10:02:16 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 10:02:35 GMT+0100 (Central European Standard Time),6375f2d81d6da0001f41f0e3
634fab79fd637f0029b76200,"Homme ","entre 400 et 650 dtn par mois ","aucun ","locataire ","true ","aucune ",Wed Oct 19 2022 08:47:05 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 08:48:50 GMT+0100 (Central European Standard Time),62075e42b8dde6001f580462
634e9022117758002ad2d8ea,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","2 ",Tue Oct 18 2022 12:38:10 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 12:38:38 GMT+0100 (Central European Standard Time),632789e9d6facb00200e3bfc
63652ff63e3f42002bbc3b7d,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","locataire ","false ","2 ",Fri Nov 04 2022 16:29:58 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 16:30:34 GMT+0100 (Central European Standard Time),6363d8b99ccf6f002b40481e
63715128576e51002a4d6f34,"Homme ","entre 650 et 1200 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Sun Nov 13 2022 21:18:48 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 21:19:49 GMT+0100 (Central European Standard Time),63714331369b4f002a13b7ce
634c9bc480094f002a3fbcf7,"Homme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Mon Oct 17 2022 01:03:16 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 01:03:53 GMT+0100 (Central European Standard Time),63319d84098e2a002b34f55f
634cea31585260002a6ac840,"Femme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 06:37:53 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 06:39:14 GMT+0100 (Central European Standard Time),632446b508d24100290edb68
634dc5a7195edb002ad291ee,"Femme ","plus der 5000 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Mon Oct 17 2022 22:14:15 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 22:16:25 GMT+0100 (Central European Standard Time),6207e2f2807e1a002037b577
634d3e32df5acd002af7b0a5,"Femme ","entre 650 et 1200 dtn par mois ","un chauffage central ","locataire ","true ","1 ",Mon Oct 17 2022 12:36:18 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:38:06 GMT+0100 (Central European Standard Time),620812bbe1cc4f002abee829
63542b02fd637f0029db1242,"Homme ","inferieur à 400 dtn par mois ","un lave vaisselle ","locataire ","false ","aucune ",Sat Oct 22 2022 18:40:18 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 18:40:38 GMT+0100 (Central European Standard Time),62cad365eb9cc7002a0ab248
634d99a2feb171002bdc6327,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 19:06:26 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 19:06:38 GMT+0100 (Central European Standard Time),620b50f369ce2d0020d410e8
634d170e585260002a6ce77e,"Femme ","entre 400 et 650 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Mon Oct 17 2022 09:49:18 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:50:16 GMT+0100 (Central European Standard Time),634c29f0585260002a65c669
6363d34d9ccf6f002b401a28,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Thu Nov 03 2022 15:42:21 GMT+0100 (Central European Standard Time),Thu Nov 03 2022 15:42:33 GMT+0100 (Central European Standard Time),635f84e09ccf6f002b1715b0
6364f8469ccf6f002b4b2f53,"Femme ","plus der 5000 dtn par mois ","un sèche linge ","locataire ","true ","plus que 2 ",Fri Nov 04 2022 12:32:22 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 12:32:41 GMT+0100 (Central European Standard Time),6364f5d8383242002bad9907
63761eeb0791ad001fb56d2f,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","locataire ","true ","1 ",Thu Nov 17 2022 12:45:47 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 12:46:11 GMT+0100 (Central European Standard Time),627f9c9abe5df9002a6c11db
6376274b06b7a50020991e69,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Thu Nov 17 2022 13:21:31 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 13:22:20 GMT+0100 (Central European Standard Time),637623d70791ad001fb5a3a7
6378c314cda0b600206d6331,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Sat Nov 19 2022 12:50:44 GMT+0100 (Central European Standard Time),Sat Nov 19 2022 12:51:05 GMT+0100 (Central European Standard Time),6378c22e8a88b8001fb2ed6a
63502b7d117758002adf8746,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Wed Oct 19 2022 17:53:17 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 17:54:40 GMT+0100 (Central European Standard Time),6209690eca15d4001ff450a3
637ba6149fbec9002073dcda,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","1 ",Mon Nov 21 2022 17:23:48 GMT+0100 (Central European Standard Time),Mon Nov 21 2022 17:24:41 GMT+0100 (Central European Standard Time),62dabf508a48ff001eeac1d5
63506010feb171002bf2541d,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Wed Oct 19 2022 21:37:36 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 21:38:25 GMT+0100 (Central European Standard Time),62069c4ab8dde6001f571e03
634e73f86d6572002a26f1bb,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","true ","1 ",Tue Oct 18 2022 10:38:00 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 10:39:11 GMT+0100 (Central European Standard Time),621fe83f203e20001fc93195
63a90220d3648d002a012452,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Mon Dec 26 2022 03:08:32 GMT+0100 (Central European Standard Time),Mon Dec 26 2022 03:09:23 GMT+0100 (Central European Standard Time),62081316e1cc4f002abeea07
63a967dcfdaea7002ab83071,"Homme ","entre 400 et 650 dtn par mois ","un sèche linge ","locataire ","false ","1 ",Mon Dec 26 2022 10:22:36 GMT+0100 (Central European Standard Time),Mon Dec 26 2022 10:22:54 GMT+0100 (Central European Standard Time),62721808360d8c001f318f4b
63aee5cf3fe0bd002a3cef08,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","aucune ",Fri Dec 30 2022 14:21:19 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 14:21:46 GMT+0100 (Central European Standard Time),63aee4e33fe0bd002a3cdf35
635e6bdc966fa6002a57aa15,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Sun Oct 30 2022 13:19:40 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 13:20:30 GMT+0100 (Central European Standard Time),635e67a3715f58002a63cfd4
6377ea9266d3c80020af50d0,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","1 ",Fri Nov 18 2022 21:26:58 GMT+0100 (Central European Standard Time),Fri Nov 18 2022 21:27:42 GMT+0100 (Central European Standard Time),628e3777da298a002a0797e7
63991a0970c7bf002a5e3eb9,"Homme ","entre 1800 et 3000 dtn par mois ","un lave vaisselle ","locataire ","false ","2 ",Wed Dec 14 2022 01:34:17 GMT+0100 (Central European Standard Time),Wed Dec 14 2022 01:34:26 GMT+0100 (Central European Standard Time),6399190cd96a27002a4dd92a
63505a4cfd637f0029be37e9,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","1 ",Wed Oct 19 2022 21:13:00 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 21:13:13 GMT+0100 (Central European Standard Time),630a6302efe9be001f53f253
636d0c80966fa6002ad4ba7f,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Thu Nov 10 2022 15:36:48 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 15:37:17 GMT+0100 (Central European Standard Time),636d08a59ccf6f002b8a8f57
634cf463051a14002a6beeb9,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Mon Oct 17 2022 07:21:23 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 07:21:52 GMT+0100 (Central European Standard Time),62e197c991cdeb001faa6445
635579b696b5a9002a82e018,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Sun Oct 23 2022 18:28:22 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 18:28:50 GMT+0100 (Central European Standard Time),620a34a1031a460020213d0c
6351dc6e195edb002af2ea4e,"Femme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Fri Oct 21 2022 00:40:30 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 00:46:32 GMT+0100 (Central European Standard Time),621d226ebdc1d6001ee231c9
63764e7571d642001fd455f1,"Homme ","inferieur à 400 dtn par mois ","un sèche linge ","propiétaire ","true ","1 ",Thu Nov 17 2022 16:08:37 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 16:09:20 GMT+0100 (Central European Standard Time),63761ea97875c8001ffd0bc3
63a6b73bea1683002bb06695,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","plus que 2 ",Sat Dec 24 2022 09:24:27 GMT+0100 (Central European Standard Time),Sat Dec 24 2022 09:24:43 GMT+0100 (Central European Standard Time),63a6b6288ccceb002a2460e5
634e6f54117758002ad1acc4,"Femme ","plus der 5000 dtn par mois ",-,"propiétaire ","false ","aucune ",Tue Oct 18 2022 10:18:12 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 10:18:54 GMT+0100 (Central European Standard Time),62115b28bdc1d6001edd1e6c
63715586369b4f002a14101c,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Sun Nov 13 2022 21:37:26 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 21:38:01 GMT+0100 (Central European Standard Time),63223dd9a70777002b0ddb95
634e8c12eec4a5002a5c966c,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Tue Oct 18 2022 12:20:50 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 12:22:03 GMT+0100 (Central European Standard Time),62096c68ca15d4001ff45da5
634d9095740817002a4f958d,"Femme ","plus der 5000 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Mon Oct 17 2022 18:27:49 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:43:09 GMT+0100 (Central European Standard Time),6228ccb9eeb5ca0020e66ae7
6361a7da383242002b8fed3e,"Homme ","entre 1800 et 3000 dtn par mois ","aucun ","propiétaire ","true ","plus que 2 ",Wed Nov 02 2022 00:12:26 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 00:13:01 GMT+0100 (Central European Standard Time),6361a6d99ccf6f002b2d398f
639e093caa98fa002a49d890,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Sat Dec 17 2022 19:23:56 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 19:24:49 GMT+0100 (Central European Standard Time),622228b4584c64001f3b6775
63602574cb720d002a5a486b,"Homme ","entre 1800 et 3000 dtn par mois ","un climatiseur ","propiétaire ","false ","plus que 2 ",Mon Oct 31 2022 20:43:48 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 20:44:24 GMT+0100 (Central European Standard Time),62056f37cbad6e0020e114b2
6367fa7d715f58002abfad57,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Sun Nov 06 2022 19:18:37 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 19:19:03 GMT+0100 (Central European Standard Time),6367f8b49ccf6f002b68ecbc
635fc021715f58002a71bc2e,"Femme ","entre 1200 et 1800 dtn par mois ","un lave vaisselle ",-,"true ","plus que 2 ",Mon Oct 31 2022 13:31:29 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 13:31:49 GMT+0100 (Central European Standard Time),635fb2cb9ccf6f002b1a0659
634d0ddbd2e2ca002b426a59,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Mon Oct 17 2022 09:10:03 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:10:19 GMT+0100 (Central European Standard Time),6240411c428ea800201e4a4e
635481e4117758002a0109b9,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Sun Oct 23 2022 00:51:00 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 00:51:52 GMT+0100 (Central European Standard Time),6238c27902b958001f422515
636690a4966fa6002aa631ad,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Sat Nov 05 2022 17:34:44 GMT+0100 (Central European Standard Time),Sat Nov 05 2022 17:35:33 GMT+0100 (Central European Standard Time),62161d5cf513d8001f868d4d
637fa2e64bad50001f9a1dbb,"Homme ","entre 1200 et 1800 dtn par mois ","un lave vaisselle ","locataire ","false ","2 ",Thu Nov 24 2022 17:59:18 GMT+0100 (Central European Standard Time),Thu Nov 24 2022 17:59:33 GMT+0100 (Central European Standard Time),637e450a1a34f6001f5e9d90
63643d5b9ccf6f002b44d5e0,"Femme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","true ","1 ",Thu Nov 03 2022 23:14:51 GMT+0100 (Central European Standard Time),Thu Nov 03 2022 23:15:09 GMT+0100 (Central European Standard Time),620bebe4ee2cf2002bedfe59
6352c7246d6572002a4a4d9e,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Fri Oct 21 2022 17:21:56 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 17:23:19 GMT+0100 (Central European Standard Time),624616d244aeab00206740b7
635cb7cd017627002a095ca7,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","2 ",Sat Oct 29 2022 06:19:09 GMT+0100 (Central European Standard Time),Sat Oct 29 2022 06:19:28 GMT+0100 (Central European Standard Time),62c9cfeff3f54c002937a3b8
635f83403e3f42002b85e03d,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Mon Oct 31 2022 09:11:44 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 09:13:16 GMT+0100 (Central European Standard Time),635dd7d4966fa6002a5210f4
634fb970feb171002bebdcc8,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","propiétaire ","true ","plus que 2 ",Wed Oct 19 2022 09:46:40 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 09:47:06 GMT+0100 (Central European Standard Time),620b4e7a031a46002022aaa4
636667689ccf6f002b5a2ab0,"Femme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","aucune ",Sat Nov 05 2022 14:38:48 GMT+0100 (Central European Standard Time),Sat Nov 05 2022 14:39:01 GMT+0100 (Central European Standard Time),63666619715f58002ab0cda3
63a328dcd3648d002aed00f3,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Wed Dec 21 2022 16:40:12 GMT+0100 (Central European Standard Time),Wed Dec 21 2022 16:40:58 GMT+0100 (Central European Standard Time),620d3fd4ee2cf2002beead22
63aabe77a7c600002a8eb115,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Tue Dec 27 2022 10:44:23 GMT+0100 (Central European Standard Time),Tue Dec 27 2022 10:44:33 GMT+0100 (Central European Standard Time),63aabd33ea1683002bbe262b
63ac7a40e86d04002a2be0e5,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Wed Dec 28 2022 18:17:52 GMT+0100 (Central European Standard Time),Wed Dec 28 2022 18:18:03 GMT+0100 (Central European Standard Time),63ab3df7d3648d002a0a1a9d
635ea6a1cb720d002a4a7362,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Sun Oct 30 2022 17:30:25 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 17:30:52 GMT+0100 (Central European Standard Time),62b189ba0564d8001f4c05ad
63af42f63654da002b063798,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Dec 30 2022 20:58:46 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 20:59:16 GMT+0100 (Central European Standard Time),63af419e3fe0bd002a3eccd9
635bae8dca05e3002a742517,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Fri Oct 28 2022 11:27:25 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 11:29:04 GMT+0100 (Central European Standard Time),635b8d25764b4b002addbc19
636582779ccf6f002b518bca,"Femme ","entre 400 et 650 dtn par mois ","un congélateur hors celui du réfrigérateur ","propiétaire ","false ","aucune ",Fri Nov 04 2022 22:21:59 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 22:23:11 GMT+0100 (Central European Standard Time),63657ecd383242002bb3d122
6367977b383242002bc6c496,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sun Nov 06 2022 12:16:11 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 12:16:30 GMT+0100 (Central European Standard Time),6366343ccb720d002a917e13
63771f68697350001f7a3b19,"Homme ","plus der 5000 dtn par mois ","un sèche linge ","propiétaire ","true ","plus que 2 ",Fri Nov 18 2022 07:00:08 GMT+0100 (Central European Standard Time),Fri Nov 18 2022 07:01:15 GMT+0100 (Central European Standard Time),62c6b83df3f54c002934794d
63a35c5b8ccceb002a18b552,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","1 ",Wed Dec 21 2022 20:19:55 GMT+0100 (Central European Standard Time),Wed Dec 21 2022 20:20:26 GMT+0100 (Central European Standard Time),63a35a16e86d04002a0ac6a9
