S.No,"Je suis un (e)","le revenue de votre famille","Vous disposez (plusieurs réponses possible)","vous êtes ","Etes vous motorisé?","combien de voitures disposez vous dans votre famille",Created at,Updated at,User id
635192acfd637f0029c88b80,"Homme ","plus der 5000 dtn par mois ","un congélateur hors celui du réfrigérateur ","propiétaire ","true ","aucune ",Thu Oct 20 2022 19:25:48 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 19:26:10 GMT+0100 (Central European Standard Time),620ccff6e563c0002a9e4c6d
635bfeb5017627002a03dff1,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver automatique ","locataire ","true ","plus que 2 ",Fri Oct 28 2022 17:09:25 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 17:09:52 GMT+0100 (Central European Standard Time),631a31e681ca74002a2ee621
635af9b0b404be002a9dcb46,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Thu Oct 27 2022 22:35:44 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 22:37:00 GMT+0100 (Central European Standard Time),635af81b49e87d002af2093d
635160a7fd637f0029c63bff,"Homme ","entre 650 et 1200 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Thu Oct 20 2022 15:52:23 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 15:53:21 GMT+0100 (Central European Standard Time),622cc274584c64001f4351ff
634cfe11051a14002a6c714e,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 08:02:41 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:03:04 GMT+0100 (Central European Standard Time),634c2e1d051a14002a666fbd
634de235eec4a5002a58a210,"Femme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Tue Oct 18 2022 00:16:05 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 00:17:25 GMT+0100 (Central European Standard Time),6206d692cbad6e0020e2edaf
634e9addeec4a5002a5d4c09,"Homme ","entre 400 et 650 dtn par mois ","un sèche linge ","locataire ","false ","aucune ",Tue Oct 18 2022 13:23:57 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 13:25:13 GMT+0100 (Central European Standard Time),634e960d740817002a5746c2
63605805cb720d002a5c36d3,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","2 ",Tue Nov 01 2022 00:19:33 GMT+0100 (Central European Standard Time),Tue Nov 01 2022 00:20:52 GMT+0100 (Central European Standard Time),631ed0a408d2410029f0ec20
634d89c5eec4a5002a551c22,"Femme ","entre 400 et 650 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Mon Oct 17 2022 17:58:45 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:00:04 GMT+0100 (Central European Standard Time),62629f16cb2dac0020af550b
635293ff6d6572002a488f81,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","1 ",Fri Oct 21 2022 13:43:43 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 13:44:33 GMT+0100 (Central European Standard Time),6217e3f08f081f001ff7a083
6366846b9ccf6f002b5b7517,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Sat Nov 05 2022 16:42:35 GMT+0100 (Central European Standard Time),Sat Nov 05 2022 16:43:16 GMT+0100 (Central European Standard Time),636647383e3f42002bc6fa6b
6367f3733e3f42002bd70fdf,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Sun Nov 06 2022 18:48:35 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 18:49:01 GMT+0100 (Central European Standard Time),634ee253fd637f0029b1e44f
634d7e706d6572002a1fcc72,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Mon Oct 17 2022 17:10:24 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 17:10:49 GMT+0100 (Central European Standard Time),62bb2d565c28b4001f4bcfe3
6353e78a195edb002a00e0c1,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Sat Oct 22 2022 13:52:26 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 13:54:05 GMT+0100 (Central European Standard Time),627fd73774e9ee002a06ffa8
635f93d69ccf6f002b180b27,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","aucune ",Mon Oct 31 2022 10:22:30 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 10:24:06 GMT+0100 (Central European Standard Time),6272643ff3fa7c001f6e0538
6368f5a2715f58002ac65653,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver automatique ","locataire ","true ","1 ",Mon Nov 07 2022 13:10:10 GMT+0100 (Central European Standard Time),Mon Nov 07 2022 13:11:18 GMT+0100 (Central European Standard Time),6207cc7cb872f7001f7fb2b5
634eb0246d6572002a292fbe,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Tue Oct 18 2022 14:54:44 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 14:56:12 GMT+0100 (Central European Standard Time),626bf446424b710020890bfd
6362c4d7715f58002a8e1f46,"Homme ","inferieur à 400 dtn par mois ","un sèche linge ","locataire ","true ","plus que 2 ",Wed Nov 02 2022 20:28:23 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 20:28:46 GMT+0100 (Central European Standard Time),631a8733100eee002a365cec
6377565b697350001f7b58b4,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Fri Nov 18 2022 10:54:35 GMT+0100 (Central European Standard Time),Fri Nov 18 2022 10:55:22 GMT+0100 (Central European Standard Time),620fd9c2f513d8001f837aa6
634cf4e580094f002a416ed0,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Mon Oct 17 2022 07:23:33 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 07:24:03 GMT+0100 (Central European Standard Time),633c98e8bf8902001f148fd5
6350767396b5a9002a5e192a,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Wed Oct 19 2022 23:13:07 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 23:18:15 GMT+0100 (Central European Standard Time),630928c2fc8fde001ed90729
637968dd9fbec900206a4d09,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","1 ",Sun Nov 20 2022 00:38:05 GMT+0100 (Central European Standard Time),Sun Nov 20 2022 00:38:22 GMT+0100 (Central European Standard Time),637966e8d0cc24001fe2ffcc
637ce8de8f07ee001f8d7708,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Tue Nov 22 2022 16:21:02 GMT+0100 (Central European Standard Time),Tue Nov 22 2022 16:21:18 GMT+0100 (Central European Standard Time),637c0c5966d3c80020c1f8e5
639a16b0a7cb0d002ae34106,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Wed Dec 14 2022 19:32:16 GMT+0100 (Central European Standard Time),Wed Dec 14 2022 19:32:36 GMT+0100 (Central European Standard Time),621cca67bdc1d6001ee2099b
639a574d57b1d9002ac9f919,"Homme ",-,-,-,"true ",-,Thu Dec 15 2022 00:07:57 GMT+0100 (Central European Standard Time),Thu Dec 15 2022 00:08:09 GMT+0100 (Central European Standard Time),639a4a8a70c7bf002a6789f4
634c9e7cdf5acd002af3144c,"Homme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","locataire ","true ","1 ",Mon Oct 17 2022 01:14:52 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 01:15:04 GMT+0100 (Central European Standard Time),62c8129942998d002ac5b914
634dae62fd637f0029a946f6,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Mon Oct 17 2022 20:34:58 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 20:35:21 GMT+0100 (Central European Standard Time),62c5964beb9cc7002a0596ec
634e7b71eec4a5002a5c0086,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Tue Oct 18 2022 11:09:53 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 11:10:22 GMT+0100 (Central European Standard Time),633b452d11e0840020014f97
63663935cb720d002a91d2c1,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","true ","aucune ",Sat Nov 05 2022 11:21:41 GMT+0100 (Central European Standard Time),Sat Nov 05 2022 11:25:08 GMT+0100 (Central European Standard Time),6366331dcb720d002a9169da
639afacdb8997e002a39ee90,"Homme ","entre 1000 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Thu Dec 15 2022 11:45:33 GMT+0100 (Central European Standard Time),Thu Dec 15 2022 11:46:10 GMT+0100 (Central European Standard Time),6310a7d4ee66590020925f86
63783b45a86326001fd6b0ed,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Sat Nov 19 2022 03:11:17 GMT+0100 (Central European Standard Time),Sat Nov 19 2022 03:11:33 GMT+0100 (Central European Standard Time),63783051194d1f001f500da3
639f2972aa98fa002a4f723d,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Sun Dec 18 2022 15:53:38 GMT+0100 (Central European Standard Time),Sun Dec 18 2022 15:54:55 GMT+0100 (Central European Standard Time),621365894413240020f3473c
63a1dad996731c001f1c1d16,"Homme ","entre 1200 et 1800 dtn par mois ","un chauffage central ","propiétaire ","false ","aucune ",Tue Dec 20 2022 16:55:05 GMT+0100 (Central European Standard Time),Tue Dec 20 2022 16:56:31 GMT+0100 (Central European Standard Time),6208fcb8031a4600201f537b
635087f2eec4a5002a6cf050,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Thu Oct 20 2022 00:27:46 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 00:29:24 GMT+0100 (Central European Standard Time),634ebb2f96b5a9002a4ff56f
634e3d5096b5a9002a4b4f53,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Tue Oct 18 2022 06:44:48 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 06:45:00 GMT+0100 (Central European Standard Time),6324a3307d7f830020a52458
634e712c195edb002ad65463,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Tue Oct 18 2022 10:26:04 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 10:27:07 GMT+0100 (Central European Standard Time),62b3689c0564d8001f4cfa9a
63506244740817002a6655f4,"Femme ","entre 1200 et 1800 dtn par mois ","un lave vaisselle ","propiétaire ","false ","1 ",Wed Oct 19 2022 21:47:00 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 21:47:45 GMT+0100 (Central European Standard Time),6238a176584c64001f48e17b
6364d4719ccf6f002b492554,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Fri Nov 04 2022 09:59:29 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 09:59:59 GMT+0100 (Central European Standard Time),6209618e031a460020203f4f
6367d7c4966fa6002ab1c8cc,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","plus que 2 ",Sun Nov 06 2022 16:50:28 GMT+0100 (Central European Standard Time),Sun Nov 06 2022 16:51:09 GMT+0100 (Central European Standard Time),621fc62b6d818c001e288a34
6372aeca576e51002a521546,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Mon Nov 14 2022 22:10:34 GMT+0100 (Central European Standard Time),Mon Nov 14 2022 22:11:32 GMT+0100 (Central European Standard Time),6208dbe4031a4600201ef82d
637602b7c26811001fe25454,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Thu Nov 17 2022 10:45:27 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 11:36:50 GMT+0100 (Central European Standard Time),63760245067b37001f1d834c
637dc2eafe8333001ff4b8e6,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Wed Nov 23 2022 07:51:22 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 07:51:37 GMT+0100 (Central European Standard Time),6372567f0fc2e4002b73c5e6
639b1c4c70c7bf002a6bb74a,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Thu Dec 15 2022 14:08:28 GMT+0100 (Central European Standard Time),Thu Dec 15 2022 14:08:49 GMT+0100 (Central European Standard Time),639b1a20a7cb0d002ae91776
634daf7ceec4a5002a56f7ca,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","propiétaire ","false ","2 ",Mon Oct 17 2022 20:39:40 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 20:41:12 GMT+0100 (Central European Standard Time),621152d00cd88c0020dbcd29
63695cf09ccf6f002b734ef8,"Femme ","plus der 5000 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Mon Nov 07 2022 20:30:56 GMT+0100 (Central European Standard Time),Mon Nov 07 2022 20:32:10 GMT+0100 (Central European Standard Time),6344af7d7a38d1001f95bf72
634fc84a96b5a9002a57a521,"Homme ","entre 650 et 1200 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Wed Oct 19 2022 10:50:02 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 10:51:04 GMT+0100 (Central European Standard Time),6265ebac58da3b001e93aef2
63508f3c740817002a677e3d,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Thu Oct 20 2022 00:58:52 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 01:00:13 GMT+0100 (Central European Standard Time),621ed33e203e20001fc7b732
635444a3117758002aff7266,"Homme ","entre 400 et 650 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","false ","aucune ",Sat Oct 22 2022 20:29:39 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 20:30:58 GMT+0100 (Central European Standard Time),62090af8ca15d4001ff34719
634d1898585260002a6cf9a0,"Homme ","inferieur à 400 dtn par mois ","un lave vaisselle ","locataire ","false ","aucune ",Mon Oct 17 2022 09:55:52 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:57:03 GMT+0100 (Central European Standard Time),634aac89d34855002aea1650
63729c7f4c0459002a0f1066,"Homme ","entre 650 et 1200 dtn par mois ","un lave vaisselle ","propiétaire ","false ","plus que 2 ",Mon Nov 14 2022 20:52:31 GMT+0100 (Central European Standard Time),Mon Nov 14 2022 20:52:58 GMT+0100 (Central European Standard Time),636e939c33ce34001fea9954
637cb455168860001f2c11f7,"Homme ","entre 1000 et 1800 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Tue Nov 22 2022 12:36:53 GMT+0100 (Central European Standard Time),Tue Nov 22 2022 12:37:59 GMT+0100 (Central European Standard Time),637a3cd40fea6c001f3b7871
63a78477bf55ec002a056f2f,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","2 ",Sun Dec 25 2022 00:00:07 GMT+0100 (Central European Standard Time),Sun Dec 25 2022 00:00:40 GMT+0100 (Central European Standard Time),63a774fbea1683002bb351d5
634cfe3ed2e2ca002b41cc74,"Femme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 08:03:26 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:05:14 GMT+0100 (Central European Standard Time),63499e07427992002a3e60fa
635a6ae8b5ae96002ba38e07,"Femme ","inferieur à 400 dtn par mois ","un congélateur hors celui du réfrigérateur ","propiétaire ","false ","aucune ",Thu Oct 27 2022 12:26:32 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 12:27:10 GMT+0100 (Central European Standard Time),62081f585938d60029390c18
634cee98585260002a6b0b0c,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Mon Oct 17 2022 06:56:40 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 06:57:12 GMT+0100 (Central European Standard Time),63191f9a4f9a01002b6a3929
635b8ef256c68e002abe1526,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Fri Oct 28 2022 09:12:34 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 09:13:10 GMT+0100 (Central European Standard Time),620d5e57a12e7b002ab1c3ef
634fd220eec4a5002a667e76,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Wed Oct 19 2022 11:32:00 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 11:33:28 GMT+0100 (Central European Standard Time),6322f21cef35e3002a7d187d
636aab22715f58002ad3064b,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Tue Nov 08 2022 20:16:50 GMT+0100 (Central European Standard Time),Tue Nov 08 2022 20:17:13 GMT+0100 (Central European Standard Time),635e75c0715f58002a649df6
634d825e740817002a4ee083,"Homme ","entre 1000 et 1800 dtn par mois ","un lave vaisselle ","locataire ","false ","1 ",Mon Oct 17 2022 17:27:10 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 17:28:42 GMT+0100 (Central European Standard Time),633b1233557796001f7427db
636d14d93e3f42002bf96ff1,"Homme ","entre 1000 et 1800 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Thu Nov 10 2022 16:12:25 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 16:13:48 GMT+0100 (Central European Standard Time),62063256b872f7001f7d1cb5
6381b3c0bc72c2001f6c42c4,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","aucune ",Sat Nov 26 2022 07:35:44 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 07:36:58 GMT+0100 (Central European Standard Time),621b92d60cd88c0020e04345
63af52899e2c3f002aa48020,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","aucune ",Fri Dec 30 2022 22:05:13 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 22:05:40 GMT+0100 (Central European Standard Time),63adec765ef5d9002ad59baa
635db44f9ccf6f002b06dc65,"Homme ","entre 400 et 650 dtn par mois ","aucun ","locataire ","true ","aucune ",Sun Oct 30 2022 00:16:31 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 00:17:21 GMT+0100 (Central European Standard Time),635d8abdcb720d002a3fe425
634d1ab0585260002a6d09d7,"Femme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Mon Oct 17 2022 10:04:48 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 10:06:08 GMT+0100 (Central European Standard Time),62153a2ef513d8001f8652c9
636bf30b9ccf6f002b83ea42,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Wed Nov 09 2022 19:35:55 GMT+0100 (Central European Standard Time),Wed Nov 09 2022 19:36:10 GMT+0100 (Central European Standard Time),636bf23b9ccf6f002b83df76
634d0e43c1caa5002b963fdf,"Femme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Mon Oct 17 2022 09:11:47 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:12:42 GMT+0100 (Central European Standard Time),62a187d8ad0286001f00ddd7
6352801deec4a5002a7c6e16,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Fri Oct 21 2022 12:18:53 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 12:19:15 GMT+0100 (Central European Standard Time),6251514b1393d4001fac94e3
6352d451fd637f0029d1fe7a,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Fri Oct 21 2022 18:18:09 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 18:20:17 GMT+0100 (Central European Standard Time),6352b8a1740817002a79106d
635ec2a4966fa6002a5ba210,"Homme ","entre 1200 et 1800 dtn par mois ","un lave vaisselle ","propiétaire ","false ",-,Sun Oct 30 2022 19:29:56 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 19:30:26 GMT+0100 (Central European Standard Time),622b6d99203e20001fd1d6ac
635812bf11aace002ad2d420,"Femme ","entre 650 et 1200 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Tue Oct 25 2022 17:45:51 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 17:46:38 GMT+0100 (Central European Standard Time),623226ddaf93ec0020ca3407
636bf78b9ccf6f002b8418d6,"Homme ","entre 400 et 650 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","false ","1 ",Wed Nov 09 2022 19:55:07 GMT+0100 (Central European Standard Time),Wed Nov 09 2022 19:55:36 GMT+0100 (Central European Standard Time),62496b3c1393d4001fab9b40
6398eb48a33426002b0536d3,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Tue Dec 13 2022 22:14:48 GMT+0100 (Central European Standard Time),Tue Dec 13 2022 22:15:39 GMT+0100 (Central European Standard Time),6398e94e70c7bf002a5d0b34
639d74af70c7bf002a7abc8e,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Sat Dec 17 2022 08:50:07 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 08:51:14 GMT+0100 (Central European Standard Time),639d70d670c7bf002a7a9eb4
639d6140a7cb0d002af784bf,"Homme ","entre 650 et 1200 dtn par mois ","un sèche linge ","locataire ","false ","aucune ",Sat Dec 17 2022 07:27:12 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 07:28:08 GMT+0100 (Central European Standard Time),6397752fb8997e002a247dad
637c0731cda0b600207c80c0,"Homme ","inferieur à 400 dtn par mois ","un lave vaisselle ","propiétaire ","false ","aucune ",Tue Nov 22 2022 00:18:09 GMT+0100 (Central European Standard Time),Tue Nov 22 2022 00:18:38 GMT+0100 (Central European Standard Time),637c0369b237d7001ff996d9
634cdcd7427992002a567c3a,"Homme ","entre 1200 et 1800 dtn par mois ","un sèche linge ","locataire ","true ","1 ",Mon Oct 17 2022 05:40:55 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 05:41:29 GMT+0100 (Central European Standard Time),633b28ef3664a60020363cde
63502ab8eec4a5002a698311,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Wed Oct 19 2022 17:50:00 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 17:50:14 GMT+0100 (Central European Standard Time),63502a14195edb002ae3e9ea
634d8d0f96b5a9002a47050e,"Homme ","entre 1000 et 1800 dtn par mois ","un sèche linge ","propiétaire ","false ","1 ",Mon Oct 17 2022 18:12:47 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:13:16 GMT+0100 (Central European Standard Time),624ed96d0b73490020597faa
634d9520195edb002ad060d8,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Mon Oct 17 2022 18:47:12 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:47:28 GMT+0100 (Central European Standard Time),62255574a92c39001fc9527a
635033eefeb171002bf040b1,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","2 ",Wed Oct 19 2022 18:29:18 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 18:29:40 GMT+0100 (Central European Standard Time),631b6f9a1b789a002bbb6eb0
634dccfa740817002a52457f,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","2 ",Mon Oct 17 2022 22:45:30 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 22:45:50 GMT+0100 (Central European Standard Time),630be891efe9be001f5a8bc0
6353ec156d6572002a51f45a,"Homme ","entre 1000 et 1800 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","plus que 2 ",Sat Oct 22 2022 14:11:49 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 14:12:24 GMT+0100 (Central European Standard Time),62920334da298a002a0a7d47
63a0868ab8997e002a5c844d,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Mon Dec 19 2022 16:43:06 GMT+0100 (Central European Standard Time),Mon Dec 19 2022 16:44:21 GMT+0100 (Central European Standard Time),6206c1d7b8dde6001f5776e5
635a83b7b5ae96002ba53877,"Homme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Thu Oct 27 2022 14:12:23 GMT+0100 (Central European Standard Time),Thu Nov 03 2022 03:11:51 GMT+0100 (Central European Standard Time),635a8074d860be002b178319
6364012b9ccf6f002b42115a,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Thu Nov 03 2022 18:58:03 GMT+0100 (Central European Standard Time),Thu Nov 03 2022 18:58:40 GMT+0100 (Central European Standard Time),63625bd03e3f42002ba19e3e
634d1dce051a14002a6dac9f,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Mon Oct 17 2022 10:18:06 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 10:19:11 GMT+0100 (Central European Standard Time),6206c227b872f7001f7e568f
6377b70e9fbec90020614fa0,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Nov 18 2022 17:47:10 GMT+0100 (Central European Standard Time),Fri Nov 18 2022 17:47:36 GMT+0100 (Central European Standard Time),63406209aba214001e317640
636c1667966fa6002acf1ef0,"Homme ","entre 400 et 650 dtn par mois ","un climatiseur ","propiétaire ","true ","aucune ",Wed Nov 09 2022 22:06:47 GMT+0100 (Central European Standard Time),Wed Nov 09 2022 22:09:04 GMT+0100 (Central European Standard Time),6228c949cccc1c001f698334
63583dde8f1b81002a08f2ae,"Homme ","entre 650 et 1200 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Tue Oct 25 2022 20:49:50 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 20:50:14 GMT+0100 (Central European Standard Time),6293383dfa03ea002ac8b136
634d971aeec4a5002a55d1c2,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ",-,"false ",-,Mon Oct 17 2022 18:55:38 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:55:51 GMT+0100 (Central European Standard Time),62aee5eb5c28b4001f4549c0
6366ca88cb720d002a989c21,"Homme ","entre 400 et 650 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Sat Nov 05 2022 21:41:44 GMT+0100 (Central European Standard Time),Sat Nov 05 2022 21:42:27 GMT+0100 (Central European Standard Time),6227a752a92c39001fcaadfc
6351c0f8117758002aedd52f,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Thu Oct 20 2022 22:43:20 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 22:43:35 GMT+0100 (Central European Standard Time),63239297813f11002a95d2c9
636199edcb720d002a676d93,"Femme ",-,-,-,"false ",-,Tue Nov 01 2022 23:13:01 GMT+0100 (Central European Standard Time),Tue Nov 01 2022 23:13:07 GMT+0100 (Central European Standard Time),636196383e3f42002b9b7af7
63557e9deec4a5002a91d4c5,"Homme ","inferieur à 400 dtn par mois ","un lave vaisselle ","locataire ","true ","plus que 2 ",Sun Oct 23 2022 18:49:17 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 18:50:39 GMT+0100 (Central European Standard Time),6238d727a92c39001fd419c3
